,userID,itemID,reviewText,rating
1580,A1ZPY91VE3IDN1,B00BNR7I18,"That's what I heard when I gave the first one to a little person.  When I tried one for myself, I thought the same thing!  The first flavor I got from theFruit Friends Squeezable Fruit, Apple, Berry Banana,  4-Count, (Pack of 8)was the banana.  The berry and apple come through a moment later and there's a bit of tartness in the mouth after the entire pack has been consumed.  We had ours very chilled and I've placed a couple in the freezer for tomorrow.  At first, I thought these would be great added to a smoothie but I think it is good enough alone as it's intended.  I always keep small packs of applesauce (unsweetened) in the refrigerator and use them often in cooking and baking.  Because of the complex fruit flavors, I'll stick with simple applesauce for those purposes and will enjoy these on their own.  My only criticism is the residual tart aftertaste, but I can live with that.",5.0
796,A3FBM0RMCMAABV,B005V9YXTO,"I had pretty high hopes for these, but they ended up being just ok.  The first thing I noticed is that there wasn't much in the bag. It's one of those bags that is mostly air.  The chips are pretty small.  The second thing I noticed is that they seem oily or greasy.  They just have the look and feel of something that was deep fried in oil.  You could sort of taste that on them too.  The taste isn't bad, the salt amount was just right.  Maybe my expectations were just too high.  It's hard to find healthy snacks that are also tasty.",3.0
584,A1UQBFCERIP7VJ,B004GWRP1A,Barilla is the best quality of dried pasta available.  It boils to a perfect al-dente and is never chewy.I always keep a box of ditalini or orzo (or both) on hand for soups.  It is also nice mixed in with the stuffing for peppers or tomatoes.,5.0
38,AQLL2R1PPR46X,B000F3Q0QK,"I was very impressed with this product.  It's a delicious sauce that can be used in a variety of ways. It's sweet and spicy, but not too hot, it adds just the right kick.  I put some of a tortilla with some cream cheese for a great quick lunch.  It would also be good in sandwiches, wraps, cooked meat and maybe even a desert if you are inventive enough.  The price seems high, but a little goes a very long way.  I will definitely buy some more when I'm out.",5.0
891,A3VI2VETB90ZG5,B006MONQMC,"I'm drinking it right now, and I really like the flavor. It does seem to leave a tangy, fruity aftertaste, which lingers on my tongue and cheeks for quite some time.Each bottle turns twenty-four 8oz. glasses of water into an energy fruit punch packed with 120% of your daily recommendation of vitamin C, along with a 40% combination of vitamins B3, B5, B6 and B12. Each serving also features 40mg of natural caffeine, 10mg of Taurine and it has electrolytes for rapid refreshment.I like this Vitamin Squeeze Water Enhancer. I like the flavor but I'm not too excited about how it lingers. The label shows orange, cherry, pineapple and raspberries, but the mixed drink's color resembles that of watermelon juice. It's very tasty and it certainly doesn't get much easier to make than to stir it into some water and be done with it.I've got a bit of the caffeine and vitamin B buzz going already...that's quite effective! With the main purpose of this mix being another option in the energy drink market, then it does its job well.I noticed a couple of drops got onto my shirt. Despite my efforts, I now have two stain spots that do not want to come out. I guess be careful when your stirring not to have any splash over the glass rim - it's my fault, but still.",3.0
1777,A2V92F5R7MLCVI,B00DBSGJ9O,"These are a version of gummies. They are sweeter than the usual jelly/gummy candy. They come in pouches, but the majority of the pouches have had a preponderance of one flavor in them. It would be nice to have a better mix. The shapes add some interest.The pouches themselves say open here, but they are almost impossible to tear. I wound up using scissors to open them.As for them being fruity they do taste fruity, which is amazing, since out of 10 ingredients only 3 - apple puree, citric acid and ascorbic acid only have the faintest relationship to fruit. Corn syrup and sugar are the 2 main ingredients.There are 70 calories in each serving and 20 to a box.It's a sweet little treat, but there are other gummy candies that I would rather have.",3.0
1455,A3R9H6OKZHHRJD,B00AV5JCDU,"These are tasty flavored k-cups.  There's just the right amount of cinnamon flavoring- it's evident, but not too strong, so you can still taste the coffee too.  I'm not sure what makes it &#34;toasted,&#34; but I found it to be a generally pleasing cinnamon flavor, great in morning and evening alike.  And, of course, you can't beat the convenience of a kcup.  I would reorder these.",5.0
440,A3OXHLG6DIBRW8,B003TRFSG2,"This Hellmann's Mayonnaise Dressing is good tasting and is likely healthier for you than standard Mayo. We generally buy Hellmann's Mayo for use at home, so it was an easy choice to give this a try. This has olive oil as the 3rd ingredient (after water and soybean oil) and that certainly helps to keep the saturated fat levels lower, which is a growing concern for me.The Mayo tastes great on sandwiches in small amounts and is only slightly noticeably ""light"" tasting when used for tuna or chicken salad. The ""EasyOut"" bottle is quite easy to use for dispensing on a sandwich, but still need to use a knife to spread it on the bread.This is a good choice for the health conscious that enjoy real mayo taste!Recommended!CFH",4.0
1937,A36MP37DITBU6F,B00GLP9JI2,"Makes a flavorful drink from just plain water.  Looks like tea but taste like fruit flavored drink. It has a slightly peachy taste and is refreshing when you do not want plain water.  I preferred  the taste of the Strawberry Guava much moreLipton Tea and Honey Liquids, Strawberry Guava, 2.43 Ounce.ingredients : honey , glycerin, water, malic acid ( for tartness), black tea powder,  caramel color(contains sulfites)  carrot juice, sucralose,natural favor.and apple juice.",4.0
267,A36MP37DITBU6F,B0025UCI0I,"This Barilla Whole Grain Spaghetti noodles are really good. they have a delicious nutty taste that is great all by itself with just a little butter. But of course for the spagetti sauce lovers, it complements my favorite Scarpetta Pasta saucesScarpetta Pasta  Lovers Gift Box, 19.8-Ounce Jar (Pack of 4). Great spaghetti cooks perfect when you follow directions.",5.0
1371,A353U0L2HAMSHV,B00A4ASPXU,"Apparently ""Creole"" means smokey to Knorr, because that was the only flavor that came through in this side dish.  I smelled it immediately upon opening the package and it was so prominent in the taste that nobody in my household finished a serving. Because I have tried other Knorr Rice Sides, I do know that I like some of them,Thai Curryfor example, but for me this one was far too artificial tasting to enjoy.",2.0
1623,A1ITRGMT80D5TK,B00C7MGHVA,"I like tea but only drink it a few times a week at most.  Brewing a whole pitcher of tea is too much for me and I usually end up pouring half of it out after a week and a half or so because I don't think it's good after that so I usually have a lot of wasted tea.  These individual Brew Over Ice K-Cups are a great choice for me.  They're there when I want them and I'm not wasting any excess.Sweet Tea- Although I like sweet tea, this tea is almost too sweet for me.  The serving size says 8 ounce so I adjust the sweetness by brewing it on my 10 ounce setting instead.  If I had a 12 ounces setting I think I'd even be fine with that.  I do like the flavor of this tea though.  My 12-year-old daughter loves this tea as well.  She requests it quite often.  These K-cups are only 50 calories which I don't think is too bad, especially when I brew a larger cup.Black Tea- I accidentally assumed these were the Brew Over Ice ones like the Sweet Tea was and made it that way the first time.  It was good that way but after that I started making it hot.  I like it hot better.  The flavor is really nice and it's 0 calories.  You can add sweetener if you like but I actually like it just the way it is.I like both of these teas and I would recommend them.  Just know that the sweet tea is really sweet.  If that's how you like it then you should love it.",4.0
1405,A3FBM0RMCMAABV,B00AHRDVFM,"I guess that maybe they just weren't what I expected.  In terms of taste, they are pretty good, you can definitely taste a nice garlic and a bit of the Parmesan. The little square are sort of thick and very dense.  It's more hard than crisp. They are definitely very substantial and would likely work good for dipping, but they are just a bit too hard for me to really enjoy as a snack.",3.0
245,ACJT8MUC0LRF0,B0025UCHS6,"We've always used Barilla in this house, but occasionally have purchased an off brand that was on sale.  Sometimes the sale items are on sale for a reason and we've ended up with a box that tasted just like that ... a box.  I like to transfer my pastas to glass jars when I get them.  It not only maintains the freshness, but it also looks nice.  I enjoy regular rotini tossed with olive oil, chunk tomatoes, and veggies, but the multigrain was a new one on me.  I do like the whole wheat Barilla pastas and decidedly enjoyed this one as well.  I simply prepared it in the same way I usually do, yet found it had a richer flavor to it. Traditional sauces for rotini are chunky meat sauces, but rotini is great in a cold salad mix.This Barilla Rotini Plus will cook up in 10 to 11 minutes.  What I especially like about it is the higher protein count (10g per serving, 2 oz.) as I'm always looking for foods that are nutritionally balanced as well as high in protein.  In addition there are 360 mg of ALA Omega-3 and 4g of fiber, something else I really like.  Barilla products are one of our family's ""stock up"" items and we tend to buy it in bulk and this is one I'll be adding to the list.  Barilla Rotini Plus is especially good for one of those quick and easy meals, especially if you need something hot, yet healthy.NUTRITION FACTS:Serving Size:  2 oz.(56g - about 1/7 box)Servings Per Container about 7Calories  210Calories from Fat  20Total Fat 2gSaturated Fat  0gTrans Fat  0gPolyunsaturated Fat  1gMonounsaturated Fat  0.5gCholesterol  0mgSodium  25mgTotal Carbohydrate  38gDietary Fiber  4gSugars  2gProtein 10gINGREDIENTS:Semolina, Grain and Legume Flour Blend [Grains and Legumes (Lentils, Chickpeas, Flaxseed, Barley, Spelt, Oats), Egg Whites, Oat Fiber], Durum Flour, Niacin, Iron (Ferrous Sulfate), Thiamine Mononitrate, Riboflavin, Folic Acid.Barilla Mezze PenneBarilla Mini WheelsBarilla Linguine FiniBarilla Mini FarfalleBarilla SpaghettiBarilla Oven Ready LasagneBarilla White Fiber - Mini PenneBarilla Spaghetti RigatiBarilla Ditalini Soup CutsBarilla Campanelle Pasta",5.0
1415,A1W415JP5WEAJK,B00APKBFFO,"My daughter and I tried this out today at lunchtime. I always enjoy Knorr, and this was no exception. I was a bit worried that the chipoltle would be too spicy, but was pleasantly surprised that it didn't. It definitely had a tang, but not too hot for me.It was relatively easy to make, and the pasta itself was nice. Best of all, it can be used either as a side dish, or by adding additional ingredients, it can be used as a main dish - I probably would use ground hamburger to set off the taste.If you are a chipoltle lover, do pick this one up off the shelf of the supermarket and give it a try. If you LOVE it, go ahead and get it here on Amazon - I'm just not a person who grabs ""packs of 12"" of anything till I give it a personal try.",4.0
810,A3OXHLG6DIBRW8,B005XVZKGA,"This Avitae Caffeinated Water has about as much caffeine as a normal cup of coffee and makes for a nice change from energy drinks when looking for a boost. I love all things caffeinated and drink coffee, tea, and energy drinks throughout the day, every day, so was interested in trying this water.The drink has no other ingredients other than purified water, caffeine, and citric acid, which is a very positive thing compared to other energy product. The water is a little flat tasting to me, but I did not notice any significant aftertaste or bitterness. Perhaps I am used to the caffeine flavor or because we normally drink ""treated"" municipal water.The energy boost is about what I expected from a cup of coffee, which is enough to get me started in the morning or geared up for a workout.Recommended!CFH",4.0
1390,A2OCDK0BOW6UCY,B00AHRDVFM,"Despite a pleasing rustic appearance and a sensible resealable bag, these crackers disappoint. More hard than crunchy, the parmesan flavor is overpowered by what tastes like garlic powder. That being said, they do hold up well to dips and moister spreads and toppings. I liked that they contained no sugar and included 12 grams of whole grains, 3 grams of fiber and 12 grams of protein. The 130 calories  per nine cracker serving is fairly generous but the sodium content of 200 mg may give some pause.I love the practical bag but did not like the hardness and grittiness of the cracker. The flavor did not impress. So while I appreciate the effort to make a healthier whole grain snack, it is unlikely these crackers will find a place in my cracker bowl.",3.0
251,AEL6CQNQXONBX,B0025UCHT0,Barilla is the brand of pasta that we usually choose. Their regular Spaghetti tastes good but this new Spaghetti Plus Multigrain tastes even better to me and it's better for you. This pasta has added protein and omega 3 plus its fiber content make it a good choice. It takes a couple more minutes to cook but it's not a big deal to me. Something about it is just more filling and more satisfying to me. I think we will be using this pasta from now on.,5.0
1206,AAA0TUKS5VBSA,B009M515GW,"Side Mates original pearl couscous is great, and I prefer it to the smaller sort.  Unfortunately, the flavored versions, including this Portabella Mushroom and Sun-Dried Tomatoes variety, have a slimier texture and artificial flavor.  It could be related to the corn syrup or Yeast Extract (MSG), though the generic flavor makes it is hard to say exactly.  It is not gross, but not delicious.  As with other Side Mates, adding stuff helps.  I added sauteed eggplant.  However, if I am adding ingredients anyway, I would rather use the clean flavor of the original as a base.  In short, I'd only recommend this to someone who enjoys these sides and wants to try every flavor.  It is not something I would purchase, apart from a clearance price.",3.0
545,A1ZPY91VE3IDN1,B004E4EBMG,"I'm glad that I received only a single container of theMIO Liquid Peach Tea, 1.62-Ounce, (Pack of 4)because it's not my ""cup of tea.""  Adding a few drops to water, one instantly has an artificially sweetened and flavored product which on the positive side can make fans drink more water.  Because it has virtually no nutritional value, it's simply an enhancer to water, which we all should be drinking.  I tried this in a variety of concentrations and found it to be the most palatable in a glass of seltzer, using about half of the recommended dosage.  It dilutes quicker than powdered products like crystal light, and because it's in a resealable small bottle, storage is better.  I'd prefer it not be colored, but I'm sure the market researches determined that customrs needed to see that their water was flavored in addition to tasting it.  I'm curious to know if this is usable in the prep which is used for GI procedures like the colonoscopy, where crystal light is recommended for flavoring.  In that application, I think it would be great and would suggest that it be recommended.  Because I prefer this to other instant water enhancers, I'm giving the product 4 stars.",4.0
1122,A1GYEGLX3P2Y7P,B00934S5JM,"My daughter made these for us to try and accidentally used two eggs instead of one. Also she didn't use a stand mixer and mixed them by hand.They turned out fantastic! Really great, with a true vanilla flavor, and a nice, soft texture. They were a little on the sweet side for my tastes, but even so, cooked with a little cinnamon on top, I wanted more than one cookie. My husband, who was completely unaware this was a gluten free mixed also loved them. The amount of butter called for makes for a very buttery cookie, rich, flavorful treat.I liked it enough that it's going to be part of my holiday cookie baking this year. Instead of finding a really good gf recipe for those friends who can't have gluten, I plan to bake these as thumb print cookies with a little of my daughter's homemade jelly in the middle and a sprinkle of cinnamon.",5.0
315,A2YKWYC3WQJX5J,B0026ZYZ7Q,"I occasionally use cardamom in coffee, and have for years. If you haven't tried it, shake some into your brewing grounds. It's a very subtle but enjoyable difference.Same can be said for this tea. This tea is rather earthy and slightly grassy, just as a pu'erh should be. The cardamom is barely noticeable, it just adds to the complexity. If you enjoy pu'erh, you'll enjoy this Numi tea.",4.0
864,A1KEK09ZA6J9P8,B0061IUKDM,"By the time I get to the office each morning, I am not in need of more stimulation, so I switch from coffee to green tea.  I've tried a lot of them some good, some kind of plain and others that were exceptionally good.  Though I have not heard of this particular brand before or bought their teas I would be more apt to try others after trying their spin on green tea, which has a lovely lemon flavor from lemon grass and verbena.  I normally drink my morning tea with nothing in it and this tea was nice and mild with a hit of lemon.  It was lovely on it's own.  I tried another cup in the afternoon with a teaspoon of sugar.  I liked it that way as well, with the sugar really bringing out the nice flavor.  I would guess if you sweetened it with honey it would be amazingly good.Overall, a very good tea.  I would definitely consider purchasing this item or recommend to others looking for a good green tea.",5.0
539,A3OXHLG6DIBRW8,B004E4EBMG,"MIO ""Mango Peach"" has good sweetness but an odd flavor that makes it my least favorite of this brand. MIO is intended to be added to water and can be mixed ""to taste"", I like four short squirts into a 12oz water bottle. The snap lock lid is secure enough to carry the container in a shirt pocket and does not need to be refrigerated after opening.CFH",3.0
1518,A25C2M3QF9G7OQ,B00BDFNRG0,"This is certainly not the best cheese-flavored popcorn I&#8217;ve ever had, but it&#8217;s not all that bad. The popcorn itself is pretty good &#8211; fresh, crunch and virtually no unpopped kernels. The weakness is the cheese flavor. It&#8217;s rather bland with an artificial tang to it.While I probably would not get this again, I did get through the whole bag without any problem. I can&#8217;t give it a strong recommendation, but can&#8217;t warn people away from it either, so I&#8217;ll give it three stars.",3.0
1064,AEC90GPFKLAAW,B008JA7CRW,"I bought these drinks for my kids to take in their school lunches.  I'm a fan of V8 juice and I like to pack healthier drinks for my kids.The Amazon description didn't mention that these drinks are sweetened with sucralose (Splenda), which is a controversial artificial sweetener.  The photo of the V8 package states ""a blend of six vegetable and fruit juices from concentrate with green tea extract and other natural flavors"". I wouldn't have purchased them if I'd known, because our family avoids artificial anything whenever possible.One would think that the fruit would make the beverage sweet enough without adding a real or artificial sweetener.  I won't buy this product again unless they take out the sucralose.If you're looking for a fruit flavored, non caloric beverage, look at Hint waters.  They are flavored with just a tiny bit of fruit juice and nothing else.  My kids love them, and I like that they are drinking more water and not ingesting unhealthy chemicals.",2.0
515,A37MH7ICH80QOX,B004BKLHOS,"I received a 10-ounce box of these crackers through the Vine review program. The crackers arrived with about 95% of them intact. There are three packets of crackers inside the box, each containing seven crackers. Per the box label, a serving is two crackers at 110 calories with 2 grams of protein, 2 grams of fiber, and 2.5 grams of fat. The ingredients are graham flour (whole grain wheat), whole grain rolled oats, evaporated cane juice, safflower oil, honey, raisin paste, brown rice syrup, baking soda, monocalcium phosphate, sea salt, cinnamon, and vitamin E as a preservative. There are no artificial preservatives, flavors or colors, and no high fructose corn syrup or hydrogenated fats.The company who makes these crackers, Back to Nature, has been in business for over 50 years. Their carton is made of recycled paperboard, and Back to Nature states it supports the Nature Conservancy, a leading conservation organization.Now to the main point: How do they taste? Personally, I think they are the best tasting graham crackers I've ever had. I love the crispy texture and the lightly sweet taste. I'm looking forward to using these to make graham-cracker crust with coconut oil. It should be really delicious. This is a product that I'm definitely going to purchase again in the future, and perhaps try some of the other flavors the company offers.",5.0
1363,A1GYEGLX3P2Y7P,B00A4ASPWG,"I had high hopes for the garlic rice side, and it was terribly disappointing with a stronger flavor of smoked ham than of garlic. This one was better.It cooked up very creamy in texture. The texture may well be very off-putting to some palates. Especially to people who prefer a more pilaf type rice. The flavor was mild but more noticeable than the garlic. The dominant flavor was tomato more than a smoked pepper chipotle.I made it with peas and chicken. Next time I'd like to try it with leftover steak, tomatoes and a spoonful of good chili powder. My family liked it enough to make it an acceptable option.",4.0
865,A3R9H6OKZHHRJD,B0061IUKDM,"It's very hard to do green tea in a bag.  Green tea is so much less forgiving than black tea, breaking it up and putting it in a bag makes it so much harder to brew a good cup that isn't bitter.  On that note, I must give this product credit.  This tea brewed with no hint of bitterness (using a cooler temperature, as one would do for other green teas).  That said, this tea does have quite a strong lemongrass-lemon flavor, and that gives these tea bags some latitude.  I tasted much more citrus than I did green tea.  That's not necessarily bad, if that's what one wants.  The main issue I see is that this tea is marketed as straight green tea, when it's really a flavored product, first and foremost.  As flavored green tea in a teabag goes, this is okay, but it's not the best I've had.",3.0
1988,AAA0TUKS5VBSA,B00H889MGK,"I have only used milled chia seeds in the past, primarily adding them to breads for extra Omegas, fiber, and flavor.  These whole raw seeds add a similar nutty flavor to foods, but also a nice lightly crunchy texture.  I like to sprinkle them on top of baked goods, but they also work well for beverages.  If you've never tried chia seeds, this is a great place to start.  They add a nice flavor and nutritional component to almost anything.Thanks to Viva Labs for the review sample.",5.0
1244,A2YW1MG1GKU8XD,B009M515HQ,I really like this combination of flavors with couscous.  Very easy to prepare and I cooked it with nothing but water.  Made a wonderful side to our meal I am already looking for more at the store.  I recommend reading the ingredients and all nutritional value before making any purchase.  I think we prefer pearl couscous better vs the original.  Very tasty and simple.  We like it.,4.0
1291,A2MNB77YGJ3CN0,B009M516NE,"Reminiscent of Rice-a-roni, this ""Side Mates"" rice pilaf flavor it not bad at all.  It's a combination of pre-cooked rice and pasta with decent flavorings added.  Easy to prepare, it has a decent garlic and herb flavor, and, best of all, provides a nice starter for ""dressing up"" with diced grilled chicken, shrimp, whatever.My only complaint is that, like a number of similar packaged side dishes, this one tastes a little overly salty for my taste.  Others might disagree -- taste is, after all, a very individual thing -- but for me, it's just a bit much.  Not inedible, but enough that I probably won't go out of my way to look for this in my local supermarket.Other than that -- nice product, quick and tasty side dish.",4.0
632,A1GQAKL9CGQLP1,B004R8FKO2,"A family member brought this peanut butter home because he saw the word natural in big letters on the front and the attractive Mr. Peanut. I spread it on a whole grain muffin while reading the words 90% peanuts. Uh-oh, what's the other 10% of ingredients?Turns out palm oil, sugar and salt.I like peanut butter with its natural flavor and not diluted with a vegetable oil, sugar and salt. I tried to scrape off some of the peanut butter off the muffin. It just tastes oily to me instead of the natural peanutty taste I like from 100% peanut butter. A few years ago, before a nutritionist suggested I switch to a 100% peanut-based peanut butter, I would have liked this flavor. So, I can understand why some people like this. It is easy to spread and smooth. However, now that my taste-buds have adjusted to the 100% peanuts, I prefer that and find this a tad diluted. I don't like sugar in peanut butter either.I don't need extra oil, sugar and salt in my diet, so wouldn't buy this peanut butter. Planters are known for peanuts, so would think they would make a natural, all-peanut peanut butter instead of something diluted with ingredients that we don't need more of in our diet. Okay, so palm oil, sugar and salt are ""natural"". But so is arsenic, but you wouldn't eat it as it's not good for you.I didn't like the taste as much compared to 100% peanut butter, or the added ingredients, and the less healthy aspect of this peanut butter. If you prefer the taste of this peanut butter, probably wouldn't worry too much about the 10% palm oil, salt and sugar. Would think of it as a dessert you eat occasionally. However, if you want to eat the healthiest peanut butter there is, would try a 100% peanut butter. A nutritionist recommended a brand to me that I like and try to buy. If you like a little oil, sugar and salt in your peanut butter, this is probably a 5-star brand for you.",3.0
839,A2YKWYC3WQJX5J,B005Y10X9S,"Eating something high in protein right after you wake up helps steady blood sugar levels. While this is certainly easier and faster than many other options, I found the taste pretty lackluster. The texture is as one can expect...slightly chalky but crunchy. Personally, I thought the SB peanut version was better.",3.0
1519,A353U0L2HAMSHV,B00BDFNRG0,"I have tried Orville Redenbacher's Ready to Eat Popcorn, Brown Sugar and Cinnamon and liked it enough that I bought more. And although I do usually enjoy cheddar popcorn, this one just didn't appeal to me.  Additionally the added crunch on the popcorn was also a bit strange and made it seem a bit off. Overall I think this style is great for sweet popcorn, but doesn't work well on the savory ones.",3.0
1263,A2V92F5R7MLCVI,B009M516HA,"This couscous side dish is easy to prepare; however it does contain a lot of sodium. The cheeses are also not of a very high quality and of course they had to be dried out in order to fit in with the package.Getting couscous by the bag and preparing it yourself is a bit more time consuming even with getting pre shredded cheese, but then you would have more control over your flavor.With that- if what you want is quick and easy and something to fill in for a side dish then this would be for you.",3.0
1155,A3R9H6OKZHHRJD,B0096RP84Q,"I threw this packet of soup into my lunch bag today.  At lunchtime I zapped it in the microwave for two minutes.  It produced a tasty and thick soup, with just the right hint of spice for a little kick.  The quinoa in this soup helps make it thicker, so it produces a fairly hearty meal.  There are lots of good things in this soup- corn, beans, tomato chunks, pepper bits, and chicken.  The broth has a tomato base, but tomato is not the dominant flavor.  The flavor is a spicy-southwestern sort of melange.  All in all, it's cold and rainy today in the Pacific Northwest, so this soup was very much appreciated by me.  I will definitely buy this for lunch in the future.",5.0
430,A2YW1MG1GKU8XD,B003EXXPWA,"This pasta has a delicious flavor and it's just the right size for the little ones in your family.  It can be used with any ""baked ziti"" recipe and it's much easier for the young ones to eat dinner without making too much of a mess just trying to cut the pasta in smaller bite size pieces.  It cooks in only 9 minutes and comes out delicious al dente.  Very versatile for different meals, my family has been asking me for more pasta dinners.  I am enjoying Barilla pasta and planning to buy some more, yum, yum!",5.0
654,A1W415JP5WEAJK,B004TPUT9Y,"I am not a big fan of most gluten free products, or products that come in little cups and cook in the microwave. But since I have family members who visit who NEED to eat gluten free, I decided to take a taste.This has a tiny line (like most of these cups) around 3/4-1 inch below the rim. You fill the cup with water to that line, then microwave it for 3.5 minutes. You then stir it and let it sit for at least a minute. I waited till it cooled to my eating temperature.This tastes similar to the mac and cheese individual packets, so it is very well done to match it. Some of the liquid spilled over when mine was heating, and I found mine to be a bit dry. So I added a spoonful of butter. If you are going to eat a comfort food like mac and cheese, butter is always a nice addition. ;-)After I added butter I liked it - not as much as home made, but still, very OK.For those on a gluten free diet, you will not be disappointed, this really does taste like your old favorite, and it comes in a convenient individual portion, so your family can have the old fashioned stuff, and you can eat this.",4.0
1554,A3FKGKUCI3DG9U,B00BJH59ZO,"These are real pretzels even if they are gluten free, without wheat flour. (They also come in the form ofPretzel Twists.) They are crunchy and have a good taste with just the right amount of saltiness. I really liked these. They did not last long.",5.0
173,AQLL2R1PPR46X,B001FA1SSM,"This cereal reminds me ofKellogg's Special K Cereal, Red Berries, 16.7-Ounce Boxes (Pack of 4)but not as tasty.  Though obviously this cereal is better for you.  I didn't find this too sweet like some people, in fact I barely thought it was sweet at all.  The sugar is high though, for something not coated in sugar.  The fruit are freeze dried, but they don't taste like the Styrofoam.  In fact the berries seem to almost dissolve in milk while the strawberries stay whole.  The taste is good and tart, if nothing like real fruit.  My one real complaint is the flakes are too hard.  They stay hard in milk for sure, some people would say too hard.  They also aren't a good crispy, but just hard and not enjoyable to chew.  After a bowl my mouth hurt. The fruit get mushy while the flakes still retain their hardness.The size of the box is decent, but I'm not sure it's worth the price.  Overall, the taste is good but it's nothing amazing.  While I'm pleased with my free sample, I can't see myself buying a whole 6 boxes of it.",3.0
1041,A2YKWYC3WQJX5J,B008I1XLDQ,"While a K-cup may not be the best device to extract the best out of a bean, like many Americans, I use my Keurig on days when all I want to do is make a fast cuppa, and no clean-up time.While some of these disappoint, for the most part Brooklyn Beans deliver a solid cup.Although not usually a fan of flavored K-cups, the Oh Fudge had just the right amount of cocoa taste without any artificial aftertaste. Sadly, the Cinnamon tasted of either a very low grade of the spicy bark, or *gasp* an artificial oil.Both of the light roasts are similar...smooth and toasty, and rather bland. The darker roasts tweak out a bit more sophistication.This is well rounded variety, you're sure to find something your palate is pleased by, and the rest of the cups can offer guests a lot of choices.Terrific art on the box, too!",5.0
1969,AAA0TUKS5VBSA,B00H727UU2,"My first interaction with Kernel Season's was a few months ago, when I was gifted an air popcorn popper. I purchased the white cheddar flavor on a whim and I am glad that I did! It is sort of like a premium version of the powder that comes with boxed macaroni and cheese, but a bit more cheesy and less salty. The container is great for dusting popcorn, getting it on every kernel. This version (Nacho Cheddar) is also good, tasting a bit more like traditional macaroni and cheese. If I had to choose, I'd probably stick with the white cheddar. The weakness of both types is that it tastes a bit artificial. It is powdered cheese, after all! However, being able to quickly add cheesy goodness to any food is great and I highly recommend it.",4.0
191,A2YKWYC3WQJX5J,B001H3201Q,"....you will NOT want to pass these up! Each gold-foil wrapped pastille is the perfect size to place on the saucer when serving coffee. Velvety smooth without the slightest hint of dark or bitterness. The caramel is understated to a degree that some might not even notice it. Great on it's own, unbelievable while sipping cafe au lait.",5.0
467,A3FKGKUCI3DG9U,B0040K41MY,"The Nature's Path product, Crunchy Vanilla Sunrise, comes in a relatively plain package with the words nature, whole grain, and organic abundantly displayed on the package. To its credit, it contains two of my favorite grains: amaranth, and quinoa.  Quinoa was apparently a favorite for South American pre-Columbian civilizations.  The cereal's number one ingredient is corn meal.  This is ok.  I have consumed many boxes of Kellogg's Corn Flakes.The texture is indeed crunchy which is nice in a cereal. The taste is on the sweet side, if you are used to unsweetened cereals.  The cereal does live up to its middle name, vanilla.  The vanilla flavor is quite apparent.  This is to bring back memories of ""cookies fresh from Grandma's oven.""My big disappointment is that this cereal is almost one-quarter sugar, e.g., 10.5 grams of sugar of a total of 45 grams per cup. This is almost as much sugar as there is in a tablespoon of granulated sugar which comes in at 13 grams. By contrast, Kellogg's Corn Flakes has 3 grams of sugar per cup, Cheerios has 1 gram of sugar per cup, and Shredded Wheat has zero grams of sugar. The sugar comes from cane juice. It is real sugar, not the fake high-fructose stuff. It may not be corn syrup, but it certainly is not wholesome. Sugar has been associated with diabetes, obesity, hyperactivity in children, and may be addictive.It seems to me that Nature's Path has gone to a lot of effort to use organic, natural ingredients to create this new cereal.  Amazingly, the result is a product that appears to be totally artificial.  This may take a lot of skill, but the effort would have been better used to create a cereal that takes advantage of its natural grain ingredients rather submerging them in sugar and vanilla.The two stars are for the amaranth and quinoa.",2.0
990,AAA0TUKS5VBSA,B007N04AF6,"I have had another variety of Quaker Real Medleys, which was awesome, and this apple walnut variety is even better!  The fruit and nuts have a great consistency when they are cooked, and cooking them is as simple as adding boiling water.  The price would prevent me from eating these every day, but I certainly would if I could!  For packaged food in this category, this is about as good as it gets.",5.0
1627,A1UQBFCERIP7VJ,B00CIVY3CA,"Arriba! Morita Salsa has a nice chunky texture with lots of pieces of roasted vegetables, giving it a very pleasant smoky flavor over a fruity sweetness that is well-balanced with acidity.  The heat is moderate with a burn that lasts about ten minutes, enough to satisfy a desire for spicy heat without overwhelming the taste of the food.It works well both as a dip and served with foods such as burritos and tacos.The glass jar holds a full 16 oz. and has a mouth wide enough for dipping.  The jars were shipped in a sturdy recyclable cardboard carton cleverly designed to prevent breakage.This is the best jarred salsa I have ever eaten, by far.The ingredient list is reassuring:  Roasted fresh tomato, fresh tomato, tomato pur&eacute;e, roasted fresh onion, roasted morita pepper (sun-dried and smoked jalape&ntilde;o pepper), salt, roasted fresh garlic, water, lemon juice from concentrate, calcium chloride, and citric acid.",5.0
1618,AQLL2R1PPR46X,B00C7MGHVA,"This is okay.  Nothing amazing, but definitely hard to taste the actual tea in this.  I didn't find it needed anything and was quite sweet for me.  If you are looking for a strong lemonade flavored tea then this would be it.  If you want to taste the actual tea, you might want something else.",3.0
